+------+----+------+------+------+----+----+-----+-----+------+----+------+------+----+------+------+------+----+-----+-------+--------------+
|ins/t | M1 | MREQ | IORQ | RFSH | RD | WR | INT | IFF | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   |mem | ieo | pio   | asm          |
| 38/8 |    |      |      |      |    |    |     | 0,0 | FFFD | CC | 006A | FFFD | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/9 |    |      |      |      |    |    |     | 0,0 | FFFD | CC | 006A | FFFD | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/10|    | MREQ |      |      |    | WR |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 38/11|    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | PUSH AF      |
| 39/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006A | 44 | 006B | FFFC | F5 | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/2 |    |      |      |      |    |    |     | 0,0 | 006A | 3A | 006B | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0032 | 3A | 006B | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/4 |    |      |      |      |    |    |     | 0,0 | 0032 | 3A | 006B | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/5 |    |      |      |      |    |    |     | 0,0 | 0032 | 3A | 006B | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006B | 3A | 006C | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/7 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/8 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/9 |    | MREQ |      |      | RD |    |     | 0,0 | 006C | 80 | 006D | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/10|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/11|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/12|    | MREQ |      |      | RD |    |     | 0,0 | 0080 | 00 | 006D | FFFC | 3A | CC44 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 39/13|    |      |      |      |    |    |     | 0,0 | 0080 | 00 | 006D | FFFC | 3A | 0044 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD A,(0080h) |
| 40/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006D | 00 | 006E | FFFC | 3A | 0044 | 0010 | 0059 | 00 | 0,0 | CC,CC | INC A        |
| 40/2 |    |      |      |      |    |    |     | 0,0 | 006D | 3C | 006E | FFFC | 3C | 0044 | 0010 | 0059 | 00 | 0,0 | CC,CC | INC A        |
| 40/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0033 | 3C | 006E | FFFC | 3C | 0044 | 0010 | 0059 | 00 | 0,0 | CC,CC | INC A        |
| 40/4 |    |      |      |      |    |    |     | 0,0 | 0033 | 3C | 006E | FFFC | 3C | 0044 | 0010 | 0059 | 00 | 0,0 | CC,CC | INC A        |
| 41/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006E | 3C | 006F | FFFC | 3C | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/2 |    |      |      |      |    |    |     | 0,0 | 006E | 32 | 006F | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0034 | 32 | 006F | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/4 |    |      |      |      |    |    |     | 0,0 | 0034 | 32 | 006F | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/5 |    |      |      |      |    |    |     | 0,0 | 0034 | 32 | 006F | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006F | 32 | 0070 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/7 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/8 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/9 |    | MREQ |      |      | RD |    |     | 0,0 | 0070 | 80 | 0071 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/10|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/11|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/12|    | MREQ |      |      |    | WR |     | 0,0 | 0080 | 01 | 0071 | FFFC | 32 | 0100 | 0010 | 0059 | 00 | 0,0 | CC,CC | LD (0080h),A |
| 41/13|    |      |      |      |    |    |     | 0,0 | 0080 | 01 | 0071 | FFFC | 32 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | LD (0080h),A |
| 42/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0071 | 01 | 0072 | FFFC | 32 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/2 |    |      |      |      |    |    |     | 0,0 | 0071 | F1 | 0072 | FFFC | F1 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0035 | F1 | 0072 | FFFC | F1 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/4 |    |      |      |      |    |    |     | 0,0 | 0035 | F1 | 0072 | FFFC | F1 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/5 |    |      |      |      |    |    |     | 0,0 | 0035 | F1 | 0072 | FFFC | F1 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/6 |    | MREQ |      |      | RD |    |     | 0,0 | FFFC | F1 | 0072 | FFFD | F1 | 0100 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/7 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0144 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/8 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0144 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/9 |    | MREQ |      |      | RD |    |     | 0,0 | FFFD | 44 | 0072 | FFFE | F1 | 0144 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 42/10|    |      |      |      |    |    |     | 0,0 | FFFD | CC | 0072 | FFFE | F1 | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | POP AF       |
| 43/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0072 | CC | 0073 | FFFE | F1 | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | EI           |
| 43/2 |    |      |      |      |    |    |     | 0,0 | 0072 | FB | 0073 | FFFE | FB | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | EI           |
| 43/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0036 | FB | 0073 | FFFE | FB | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | EI           |
| 43/4 |    |      |      |      |    |    |     | 0,0 | 0036 | FB | 0073 | FFFE | FB | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | EI           |
| 44/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0073 | FB | 0074 | FFFE | FB | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/2 |    |      |      |      |    |    |     | 1,1 | 0073 | ED | 0074 | FFFE | ED | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0037 | ED | 0074 | FFFE | ED | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/4 |    |      |      |      |    |    |     | 1,1 | 0037 | ED | 0074 | FFFE | ED | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/5 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0074 | ED | 0075 | FFFE | ED | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/6 |    |      |      |      |    |    |     | 1,1 | 0074 | 4D | 0075 | FFFE | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/7 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0038 | 4D | 0075 | FFFE | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/8 |    |      |      |      |    |    |     | 1,1 | 0038 | 4D | 0075 | FFFE | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/9 |    |      |      |      |    |    |     | 1,1 | 0038 | 4D | 0075 | FFFE | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/10|    | MREQ |      |      | RD |    |     | 1,1 | FFFE | 4D | 0075 | FFFF | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/11|    |      |      |      |    |    |     | 1,1 | FFFE | 11 | 0075 | FFFF | 4D | CC44 | 0010 | 0059 | 01 | 0,0 | CC,CC | RETI         |
| 44/12|    |      |      |      |    |    |     | 1,1 | FFFE | 11 | 0075 | FFFF | 4D | CC44 | 0010 | 0059 | 01 | 1,1 | CC,CC | RETI         |
| 44/13|    | MREQ |      |      | RD |    |     | 1,1 | FFFF | 11 | 0075 | 0000 | 4D | CC44 | 0010 | 0059 | 01 | 1,1 | CC,CC | RETI         |
| 44/14|    |      |      |      |    |    |     | 1,1 | FFFF | 00 | 0011 | 0000 | 4D | CC44 | 0010 | 0059 | 01 | 1,1 | CC,CC | RETI         |
| 45/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | 00 | 0012 | 0000 | 4D | CC44 | 0010 | 0059 | 01 | 1,1 | CC,CC | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 45/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0039 | DB | 0012 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/4 |    |      |      |      |    |    |     | 1,1 | 0039 | DB | 0012 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/5 |    |      |      |      |    |    |     | 1,1 | 0039 | DB | 0012 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0012 | DB | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/7 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/8 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/9 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/10|    |      | IORQ |      | RD |    |     | 1,1 | CC1C | 1C | 0013 | 0000 | DB | CC44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 45/11|    |      |      |      |    |    |     | 1,1 | CC1C | DD | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | IN A,(1Ch)   |
| 46/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | DD | 0014 | 0000 | DB | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 003A | D3 | 0014 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/4 |    |      |      |      |    |    |     | 1,1 | 003A | D3 | 0014 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/5 |    |      |      |      |    |    |     | 1,1 | 003A | D3 | 0014 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/9 |    |      | IORQ |      |    | WR |     | 1,1 | DD1E | DD | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,CC | OUT (1Eh),A  |
| 46/10|    |      |      |      |    |    |     | 1,1 | DD1E | DD | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | OUT (1Eh),A  |
| 46/11|    |      |      |      |    |    |     | 1,1 | DD1E | DD | 0015 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | OUT (1Eh),A  |
| 47/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | DD | 0016 | 0000 | D3 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 003B | 18 | 0016 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/4 |    |      |      |      |    |    |     | 1,1 | 003B | 18 | 0016 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/5 |    |      |      |      |    |    |     | 1,1 | 003B | 18 | 0016 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/7 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0017 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/8 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/9 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/10|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 1,1 | DD,DD | JR 0011h     |
| 47/11|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/12|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/13|    |      |      |      |    |    | INT | 1,1 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/14|    |      |      |      |    |    | INT | 0,0 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/15| M1 |      | IORQ |      |    |    | INT | 0,0 | 0016 | FA | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/16|    |      |      |      |    |    |     | 0,0 | 0016 | 48 | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/17|    | MREQ |      | RFSH |    |    |     | 0,0 | 003C | 48 | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/18|    |      |      |      |    |    |     | 0,0 | 003C | 48 | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/19|    |      |      |      |    |    |     | 0,0 | 003C | 48 | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/20|    |      |      |      |    |    |     | 0,0 | 003C | 48 | 0011 | 0000 | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/21|    | MREQ |      |      |    | WR |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/22|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/23|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0011 | FFFF | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/24|    | MREQ |      |      |    | WR |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/25|    |      |      |      |    |    |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/26|    |      |      |      |    |    |     | 0,0 | FFFE | 11 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/27|    | MREQ |      |      | RD |    |     | 0,0 | 0048 | 11 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/28|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/29|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/30|    | MREQ |      |      | RD |    |     | 0,0 | 0049 | 69 | 0011 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 47/31|    |      |      |      |    |    |     | 0,0 | 0049 | 00 | 0069 | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | JR 0011h     |
| 48/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0069 | 00 | 006A | FFFE | 18 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/2 |    |      |      |      |    |    |     | 0,0 | 0069 | F5 | 006A | FFFE | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 003D | F5 | 006A | FFFE | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/4 |    |      |      |      |    |    |     | 0,0 | 003D | F5 | 006A | FFFE | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/5 |    |      |      |      |    |    |     | 0,0 | 003D | F5 | 006A | FFFE | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/6 |    |      |      |      |    |    |     | 0,0 | 003D | F5 | 006A | FFFE | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/7 |    | MREQ |      |      |    | WR |     | 0,0 | FFFD | DD | 006A | FFFD | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/8 |    |      |      |      |    |    |     | 0,0 | FFFD | DD | 006A | FFFD | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/9 |    |      |      |      |    |    |     | 0,0 | FFFD | DD | 006A | FFFD | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/10|    | MREQ |      |      |    | WR |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 48/11|    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | PUSH AF      |
| 49/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006A | 44 | 006B | FFFC | F5 | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/2 |    |      |      |      |    |    |     | 0,0 | 006A | 3A | 006B | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 003E | 3A | 006B | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/4 |    |      |      |      |    |    |     | 0,0 | 003E | 3A | 006B | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/5 |    |      |      |      |    |    |     | 0,0 | 003E | 3A | 006B | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006B | 3A | 006C | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/7 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/8 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/9 |    | MREQ |      |      | RD |    |     | 0,0 | 006C | 80 | 006D | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/10|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/11|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/12|    | MREQ |      |      | RD |    |     | 0,0 | 0080 | 00 | 006D | FFFC | 3A | DD44 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 49/13|    |      |      |      |    |    |     | 0,0 | 0080 | 01 | 006D | FFFC | 3A | 0144 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD A,(0080h) |
| 50/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006D | 01 | 006E | FFFC | 3A | 0144 | 0010 | 0059 | 01 | 0,0 | DD,DD | INC A        |
| 50/2 |    |      |      |      |    |    |     | 0,0 | 006D | 3C | 006E | FFFC | 3C | 0144 | 0010 | 0059 | 01 | 0,0 | DD,DD | INC A        |
| 50/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 003F | 3C | 006E | FFFC | 3C | 0144 | 0010 | 0059 | 01 | 0,0 | DD,DD | INC A        |
| 50/4 |    |      |      |      |    |    |     | 0,0 | 003F | 3C | 006E | FFFC | 3C | 0144 | 0010 | 0059 | 01 | 0,0 | DD,DD | INC A        |
| 51/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006E | 3C | 006F | FFFC | 3C | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/2 |    |      |      |      |    |    |     | 0,0 | 006E | 32 | 006F | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0040 | 32 | 006F | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/4 |    |      |      |      |    |    |     | 0,0 | 0040 | 32 | 006F | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/5 |    |      |      |      |    |    |     | 0,0 | 0040 | 32 | 006F | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006F | 32 | 0070 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/7 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/8 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/9 |    | MREQ |      |      | RD |    |     | 0,0 | 0070 | 80 | 0071 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
