+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
|   498 |    |      | IORQ |      | RD |    |     |     | IFF1 | 121C | 40 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   499 |    |      |      |      |    |    |     |     | IFF1 | 121C | 34 | 0018 | 0000 | 40 | 0004 | 121C | 0059 | 34 12 | 01 00 | IN B,(C)     |
|   500 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 34 | 0019 | 0000 | 40 | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   501 |    |      |      |      |    |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 0E | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   502 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003B | 0E | 0019 | 0000 | 0E | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   503 |    |      |      |      |    |    |     |     | IFF1 | 003B | 0E | 0019 | 0000 | 0E | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   504 |    |      |      |      |    |    |     |     | IFF1 | 003B | 0E | 0019 | 0000 | 0E | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   505 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 0020 | 341C | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   506 |    |      |      |      |    |    |     |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0020 | 341E | 0059 | 34 12 | 01 00 | LD C,1Eh     |
|   507 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 1E | 001B | 0000 | 0E | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   508 |    |      |      |      |    |    |     |     | IFF1 | 001A | ED | 001B | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   509 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003C | ED | 001B | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   510 |    |      |      |      |    |    |     |     | IFF1 | 003C | ED | 001B | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   511 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   512 |    |      |      |      |    |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   513 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   514 |    |      |      |      |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   515 |    |      |      |      |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   516 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
|   517 |    |      |      |      |    |    |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
|   518 |    |      |      |      |    |    |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
|   519 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 34 | 001D | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   520 |    |      |      |      |    |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   521 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   522 |    |      |      |      |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   523 |    |      |      |      |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   524 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   525 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   526 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   527 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   528 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   529 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   530 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
|   531 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | LD C,1Ch     |
|                                                                                                                                                 | <- set io|   532 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   533 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   534 |    |      |      |      |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   535 |    |      |      |      |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   536 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   537 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0020 | 341C | 0059 | 56 34 | 01 00 | LD C,1Ch     |
|   538 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 1C | 0017 | 0000 | 0E | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   539 |    |      |      |      |    |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   540 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   541 |    |      |      |      |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   542 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   543 |    |      |      |      |    |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   544 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   545 |    |      |      |      |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   546 |    |      |      |      |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   547 |    |      |      |      |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   548 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   549 |    |      |      |      |    |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
|   550 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 56 | 0019 | 0000 | 40 | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   551 |    |      |      |      |    |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   552 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   553 |    |      |      |      |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   554 |    |      |      |      |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   555 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|                                                                                                                                                 | <- set z80_nmi|   556 |    |      |      |      |    |    |     | MNI | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|   557 | M1 | MREQ |      |      | RD |    |     | MNI | IFF1 | 001A | 1E | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|                                                                                                                                                 | <- set z80_nmi|   558 |    |      |      |      |    |    |     |     |      | 001A | ED | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   559 |    | MREQ |      | RFSH |    |    |     |     |      | 0043 | ED | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   560 |    |      |      |      |    |    |     |     |      | 0043 | ED | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   561 |    |      |      |      |    |    |     |     |      | 0043 | ED | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   562 |    |      |      |      |    |    |     |     |      | 0043 | ED | 001A | 0000 | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   563 |    | MREQ |      |      |    | WR |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   564 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   565 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   566 |    | MREQ |      |      |    | WR |     |     |      | FFFE | 1A | 0066 | FFFE | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|   567 |    |      |      |      |    |    |     |     |      | FFFE | 1A | 0066 | FFFE | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|                                                                                                                                                 | <- NMI SrvRtn|   568 | M1 | MREQ |      |      | RD |    |     |     |      | 0066 | 1A | 0067 | FFFE | 0E | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
|   569 |    |      |      |      |    |    |     |     |      | 0066 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
|   570 |    | MREQ |      | RFSH |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
|   571 |    |      |      |      |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
|   572 | M1 | MREQ |      |      | RD |    |     |     |      | 0067 | D9 | 0068 | FFFE | D9 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   573 |    |      |      |      |    |    |     |     |      | 0067 | 21 | 0068 | FFFE | 21 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   574 |    | MREQ |      | RFSH |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   575 |    |      |      |      |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   576 |    |      |      |      |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   577 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 21 | 0069 | FFFE | 21 | 0004 | FFFF | FFFF | 56 34 | 01 00 | LD HL,0081h  |
|   578 |    |      |      |      |    |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | FFFF | FF81 | 56 34 | 01 00 | LD HL,0081h  |
|   579 |    |      |      |      |    |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | FFFF | FF81 | 56 34 | 01 00 | LD HL,0081h  |
|   580 |    | MREQ |      |      | RD |    |     |     |      | 0069 | 81 | 006A | FFFE | 21 | 0004 | FFFF | FF81 | 56 34 | 01 00 | LD HL,0081h  |
|                                                                                                                                                 | <- set z80_nmi|   581 |    |      |      |      |    |    |     | MNI |      | 0069 | 00 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | LD HL,0081h  |
|   582 | M1 | MREQ |      |      | RD |    |     | MNI |      | 006A | 00 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|                                                                                                                                                 | <- set z80_nmi|   583 |    |      |      |      |    |    |     |     |      | 006A | 34 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   584 |    | MREQ |      | RFSH |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   585 |    |      |      |      |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   586 |    |      |      |      |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   587 |    |      |      |      |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   588 |    | MREQ |      |      |    | WR |     |     |      | FFFD | 00 | 006A | FFFD | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   589 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006A | FFFD | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   590 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006A | FFFD | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   591 |    | MREQ |      |      |    | WR |     |     |      | FFFC | 6A | 0066 | FFFC | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|   592 |    |      |      |      |    |    |     |     |      | FFFC | 6A | 0066 | FFFC | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | INC (HL)     |
|                                                                                                                                                 | <- NMI SrvRtn|   593 | M1 | MREQ |      |      | RD |    |     |     |      | 0066 | 6A | 0067 | FFFC | 21 | 0004 | FFFF | 0081 | 56 34 | 01 00 | EXX          |
|   594 |    |      |      |      |    |    |     |     |      | 0066 | D9 | 0067 | FFFC | D9 | 0004 | FFFF | 0081 | 56 34 | 01 00 | EXX          |
|   595 |    | MREQ |      | RFSH |    |    |     |     |      | 0047 | D9 | 0067 | FFFC | D9 | 0004 | FFFF | 0081 | 56 34 | 01 00 | EXX          |
|   596 |    |      |      |      |    |    |     |     |      | 0047 | D9 | 0067 | FFFC | D9 | 0004 | FFFF | 0081 | 56 34 | 01 00 | EXX          |
|   597 | M1 | MREQ |      |      | RD |    |     |     |      | 0067 | D9 | 0068 | FFFC | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   598 |    |      |      |      |    |    |     |     |      | 0067 | 21 | 0068 | FFFC | 21 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   599 |    | MREQ |      | RFSH |    |    |     |     |      | 0048 | 21 | 0068 | FFFC | 21 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   600 |    |      |      |      |    |    |     |     |      | 0048 | 21 | 0068 | FFFC | 21 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   601 |    |      |      |      |    |    |     |     |      | 0048 | 21 | 0068 | FFFC | 21 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   602 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 21 | 0069 | FFFC | 21 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
|   603 |    |      |      |      |    |    |     |     |      | 0068 | 81 | 0069 | FFFC | 21 | 0004 | 561E | 0081 | 56 34 | 01 00 | LD HL,0081h  |
|   604 |    |      |      |      |    |    |     |     |      | 0068 | 81 | 0069 | FFFC | 21 | 0004 | 561E | 0081 | 56 34 | 01 00 | LD HL,0081h  |
|   605 |    | MREQ |      |      | RD |    |     |     |      | 0069 | 81 | 006A | FFFC | 21 | 0004 | 561E | 0081 | 56 34 | 01 00 | LD HL,0081h  |
|   606 |    |      |      |      |    |    |     |     |      | 0069 | 00 | 006A | FFFC | 21 | 0004 | 561E | 0081 | 56 34 | 01 00 | LD HL,0081h  |
|   607 | M1 | MREQ |      |      | RD |    |     |     |      | 006A | 00 | 006B | FFFC | 21 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   608 |    |      |      |      |    |    |     |     |      | 006A | 34 | 006B | FFFC | 34 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   609 |    | MREQ |      | RFSH |    |    |     |     |      | 0049 | 34 | 006B | FFFC | 34 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   610 |    |      |      |      |    |    |     |     |      | 0049 | 34 | 006B | FFFC | 34 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   611 |    |      |      |      |    |    |     |     |      | 0049 | 34 | 006B | FFFC | 34 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   612 |    | MREQ |      |      | RD |    |     |     |      | 0081 | 34 | 006B | FFFC | 34 | 0004 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   613 |    |      |      |      |    |    |     |     |      | 0081 | 00 | 006B | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   614 |    |      |      |      |    |    |     |     |      | 0081 | 00 | 006B | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   615 |    |      |      |      |    |    |     |     |      | 0081 | 00 | 006B | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   616 |    | MREQ |      |      |    | WR |     |     |      | 0081 | 01 | 006B | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 00 | INC (HL)     |
|   617 |    |      |      |      |    |    |     |     |      | 0081 | 01 | 006B | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 01 | INC (HL)     |
|   618 | M1 | MREQ |      |      | RD |    |     |     |      | 006B | 01 | 006C | FFFC | 34 | 0000 | 561E | 0081 | 56 34 | 01 01 | EXX          |
|   619 |    |      |      |      |    |    |     |     |      | 006B | D9 | 006C | FFFC | D9 | 0000 | 561E | 0081 | 56 34 | 01 01 | EXX          |
|   620 |    | MREQ |      | RFSH |    |    |     |     |      | 004A | D9 | 006C | FFFC | D9 | 0000 | 561E | 0081 | 56 34 | 01 01 | EXX          |
|   621 |    |      |      |      |    |    |     |     |      | 004A | D9 | 006C | FFFC | D9 | 0000 | 561E | 0081 | 56 34 | 01 01 | EXX          |
|   622 | M1 | MREQ |      |      | RD |    |     |     |      | 006C | D9 | 006D | FFFC | D9 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   623 |    |      |      |      |    |    |     |     |      | 006C | ED | 006D | FFFC | ED | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   624 |    | MREQ |      | RFSH |    |    |     |     |      | 004B | ED | 006D | FFFC | ED | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   625 |    |      |      |      |    |    |     |     |      | 004B | ED | 006D | FFFC | ED | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   626 | M1 | MREQ |      |      | RD |    |     |     |      | 006D | ED | 006E | FFFC | ED | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   627 |    |      |      |      |    |    |     |     |      | 006D | 45 | 006E | FFFC | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   628 |    | MREQ |      | RFSH |    |    |     |     |      | 004C | 45 | 006E | FFFC | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   629 |    |      |      |      |    |    |     |     |      | 004C | 45 | 006E | FFFC | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   630 |    |      |      |      |    |    |     |     |      | 004C | 45 | 006E | FFFC | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   631 |    | MREQ |      |      | RD |    |     |     |      | FFFC | 45 | 006E | FFFD | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   632 |    |      |      |      |    |    |     |     |      | FFFC | 6A | 006E | FFFD | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   633 |    |      |      |      |    |    |     |     |      | FFFC | 6A | 006E | FFFD | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   634 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 6A | 006E | FFFE | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   635 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006A | FFFE | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | RETN         |
|   636 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 006A | 00 | 006B | FFFE | 45 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   637 |    |      |      |      |    |    |     |     | IFF1 | 006A | 34 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   638 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 004D | 34 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   639 |    |      |      |      |    |    |     |     | IFF1 | 004D | 34 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   640 |    |      |      |      |    |    |     |     | IFF1 | 004D | 34 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   641 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0081 | 34 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   642 |    |      |      |      |    |    |     |     | IFF1 | 0081 | 01 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   643 |    |      |      |      |    |    |     |     | IFF1 | 0081 | 01 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   644 |    |      |      |      |    |    |     |     | IFF1 | 0081 | 01 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   645 |    | MREQ |      |      |    | WR |     |     | IFF1 | 0081 | 02 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 01 | INC (HL)     |
|   646 |    |      |      |      |    |    |     |     | IFF1 | 0081 | 02 | 006B | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 02 | INC (HL)     |
|   647 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 006B | 02 | 006C | FFFE | 34 | 0000 | FFFF | 0081 | 56 34 | 01 02 | EXX          |
|   648 |    |      |      |      |    |    |     |     | IFF1 | 006B | D9 | 006C | FFFE | D9 | 0000 | FFFF | 0081 | 56 34 | 01 02 | EXX          |
|   649 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 004E | D9 | 006C | FFFE | D9 | 0000 | FFFF | 0081 | 56 34 | 01 02 | EXX          |
|   650 |    |      |      |      |    |    |     |     | IFF1 | 004E | D9 | 006C | FFFE | D9 | 0000 | FFFF | 0081 | 56 34 | 01 02 | EXX          |
|   651 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 006C | D9 | 006D | FFFE | D9 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   652 |    |      |      |      |    |    |     |     | IFF1 | 006C | ED | 006D | FFFE | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   653 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 004F | ED | 006D | FFFE | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   654 |    |      |      |      |    |    |     |     | IFF1 | 004F | ED | 006D | FFFE | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   655 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 006D | ED | 006E | FFFE | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   656 |    |      |      |      |    |    |     |     | IFF1 | 006D | 45 | 006E | FFFE | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   657 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0050 | 45 | 006E | FFFE | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   658 |    |      |      |      |    |    |     |     | IFF1 | 0050 | 45 | 006E | FFFE | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   659 |    |      |      |      |    |    |     |     | IFF1 | 0050 | 45 | 006E | FFFE | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
